age,gender,height_cm,weight_kg,bmi,bmi_category,activity_level,goal,diet_preference,bmr,tdee,calorie_target,diet_plan,workout_plan,fitness_category,fat_pct,water_liters,workout_freq,session_hours,max_bpm,avg_bpm,calories_burned_session
18,Male,184.0,82.3,24.31,Normal,Very Active,Maintain Fitness,Vegetarian,1888.0,3587.2,3587.2,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,13.3,3.5,5,1.73,190,148,1408.0
20,Female,178.0,64.3,20.29,Normal,Active,Improve Stamina,Non-Vegetarian,1494.5,2578.0,2678.0,High Carb Performance Diet,Cardio Endurance Training,Fit,18.7,2.7,4,1.71,188,137,1171.0
33,Female,166.0,53.7,19.49,Normal,Light,Maintain Fitness,Non-Vegetarian,1248.5,1716.7,1716.7,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,29.5,2.5,3,1.25,191,129,806.0
40,Male,200.0,63.0,15.75,Underweight,Active,Muscle Gain,Vegetarian,1685.0,2906.6,3206.6,High Protein Veg Diet,Progressive Strength Training,Moderately Fit,26.8,2.9,4,1.42,176,161,1257.0
28,Male,186.0,128.4,37.11,Obese,Active,Weight Loss,Vegan,2311.5,3987.3,3587.3,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,23.6,3.3,4,1.06,173,158,921.0
29,Male,189.0,88.0,24.64,Normal,Very Active,Improve Stamina,Eggetarian,1921.2,3650.3,3750.3,High Carb Performance Diet,Cardio Endurance Training,Fit,13.3,3.5,5,1.75,199,137,1319.0
27,Female,152.0,63.7,27.57,Overweight,Active,Weight Loss,Vegetarian,1291.0,2227.0,1827.0,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,25.4,2.1,4,1.19,195,120,714.0
49,Male,187.0,83.7,23.94,Normal,Active,Maintain Fitness,Vegetarian,1765.8,3046.0,3046.0,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,23.9,2.3,4,1.29,183,158,1009.0
33,Male,175.0,102.6,33.5,Obese,Moderate,Weight Loss,Vegan,1959.8,3037.7,2637.7,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,27.9,2.2,3,1.4,186,140,1078.0
25,Female,155.0,77.7,32.34,Obese,Sedentary,Improve Stamina,Non-Vegetarian,1459.8,1751.8,1851.8,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,33.0,1.7,2,0.55,184,120,330.0
55,Male,188.0,87.5,24.76,Normal,Active,Maintain Fitness,Vegetarian,1780.0,3070.5,3070.5,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,27.2,2.6,4,1.19,191,134,789.0
29,Male,186.0,87.0,25.15,Overweight,Active,Maintain Fitness,Vegetarian,1892.5,3264.6,3264.6,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,11.0,3.5,4,1.52,177,123,1028.0
41,Male,166.0,82.8,30.05,Obese,Very Active,Weight Loss,Vegetarian,1665.5,3164.4,2764.4,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,11.2,3.5,5,1.97,177,139,1355.0
45,Female,168.0,65.4,23.17,Normal,Light,Maintain Fitness,Non-Vegetarian,1318.0,1812.2,1812.2,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,35.0,2.6,3,0.76,196,129,441.0
25,Female,171.0,47.2,16.14,Underweight,Sedentary,Weight Loss,Non-Vegetarian,1254.8,1505.8,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,26.0,2.5,2,0.89,185,142,632.0
45,Female,170.0,58.2,20.14,Normal,Light,Improve Stamina,Vegetarian,1258.5,1730.4,1830.4,High Carb Performance Diet,Beginner Fitness Routine,Moderately Fit,26.8,2.0,3,0.95,168,160,684.0
53,Female,155.0,73.5,30.59,Obese,Active,Weight Loss,Non-Vegetarian,1277.8,2204.2,1804.2,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,26.3,2.1,4,1.17,194,153,806.0
43,Female,173.0,55.2,18.44,Underweight,Very Active,Improve Stamina,Non-Vegetarian,1257.2,2388.7,2488.7,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,16.6,2.7,5,1.67,167,165,1240.0
25,Female,171.0,64.4,22.02,Normal,Light,Maintain Fitness,Vegetarian,1426.8,1961.8,1961.8,Balanced Maintenance Diet,Beginner Cardio + Walking,Moderately Fit,27.1,1.8,3,1.12,179,167,935.0
45,Female,174.0,73.5,24.28,Normal,Active,Improve Stamina,Vegetarian,1436.5,2478.0,2578.0,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,30.0,2.3,4,1.18,181,152,807.0
45,Male,181.0,89.6,27.35,Overweight,Very Active,Maintain Fitness,Non-Vegetarian,1807.2,3433.7,3433.7,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,12.4,3.5,5,1.7,178,153,1287.0
54,Male,176.0,86.5,27.92,Overweight,Moderate,Maintain Fitness,Vegan,1700.0,2635.0,2635.0,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,29.0,3.4,3,1.48,189,158,1158.0
58,Female,167.0,46.1,16.53,Underweight,Active,Maintain Fitness,Non-Vegetarian,1053.8,1817.8,1817.8,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,25.3,1.8,4,1.28,187,129,743.0
53,Male,197.0,68.5,17.65,Underweight,Moderate,Maintain Fitness,Non-Vegetarian,1656.2,2567.1,2567.1,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,23.2,2.1,3,1.3,194,139,894.0
44,Male,184.0,94.6,27.94,Overweight,Active,Weight Loss,Vegetarian,1881.0,3244.7,2844.7,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,26.0,3.1,4,1.26,170,120,748.0
34,Female,152.0,54.2,23.46,Normal,Light,Weight Loss,Vegetarian,1161.0,1596.4,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,31.0,2.2,3,1.13,190,132,746.0
26,Male,177.0,47.7,15.23,Underweight,Moderate,Muscle Gain,Non-Vegetarian,1458.2,2260.2,2560.2,High Protein Non-Veg Diet,Progressive Strength Training,Moderately Fit,24.8,2.7,3,1.15,198,120,759.0
50,Male,184.0,52.2,15.42,Underweight,Active,Muscle Gain,Vegetarian,1427.0,2461.6,2761.6,High Protein Veg Diet,Moderate Strength Training,Needs Improvement,28.2,3.1,4,1.38,195,124,847.0
37,Male,195.0,88.8,23.35,Normal,Very Active,Maintain Fitness,Vegetarian,1926.8,3660.9,3660.9,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,10.3,3.5,5,1.58,189,135,1173.0
30,Male,168.0,101.0,35.79,Obese,Active,Weight Loss,Vegetarian,1915.0,3303.4,2903.4,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,28.2,2.9,4,1.46,182,134,1076.0
45,Male,195.0,118.4,31.14,Obese,Moderate,Maintain Fitness,Vegetarian,2182.8,3383.3,3383.3,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,24.9,2.4,3,1.06,178,168,881.0
46,Female,172.0,47.9,16.19,Underweight,Light,Weight Loss,Vegetarian,1163.0,1599.1,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Moderately Fit,26.3,2.0,3,1.41,171,147,933.0
30,Female,174.0,51.5,17.01,Underweight,Moderate,Muscle Gain,Vegetarian,1291.5,2001.8,2301.8,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,33.9,2.0,3,1.08,174,150,810.0
52,Female,151.0,79.9,35.04,Obese,Light,Weight Loss,Vegetarian,1321.8,1817.5,1417.5,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,31.5,2.6,3,0.75,190,142,479.0
23,Male,185.0,121.3,35.44,Obese,Sedentary,Improve Stamina,Vegetarian,2259.2,2711.0,2811.0,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,21.6,3.6,2,0.72,196,167,661.0
35,Female,164.0,78.9,29.34,Overweight,Active,Improve Stamina,Vegan,1478.0,2549.6,2649.6,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,25.3,2.6,4,1.28,196,164,1050.0
22,Male,162.0,88.5,33.72,Obese,Very Active,Weight Loss,Non-Vegetarian,1792.5,3405.8,3005.8,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,10.7,3.5,5,1.88,174,162,1675.0
42,Male,163.0,73.5,27.66,Overweight,Light,Weight Loss,Non-Vegetarian,1548.8,2129.6,1729.6,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,26.1,3.2,3,0.52,188,136,350.0
19,Male,193.0,127.9,34.34,Obese,Active,Weight Loss,Non-Vegetarian,2395.2,4131.7,3731.7,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,21.8,3.0,4,1.27,185,168,1173.0
27,Male,198.0,88.5,22.57,Normal,Active,Improve Stamina,Non-Vegetarian,1992.5,3437.1,3537.1,High Carb Performance Diet,Cardio Endurance Training,Fit,11.1,3.5,4,1.8,161,153,1515.0
47,Female,162.0,43.4,16.54,Underweight,Light,Weight Loss,Vegetarian,1050.5,1444.4,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Moderately Fit,25.3,2.3,3,0.51,179,132,303.0
22,Female,156.0,42.8,17.59,Underweight,Moderate,Muscle Gain,Non-Vegetarian,1132.0,1754.6,2054.6,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,32.2,2.6,3,1.47,174,133,978.0
50,Male,179.0,64.5,20.13,Normal,Active,Maintain Fitness,Non-Vegetarian,1518.8,2619.9,2619.9,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,28.1,2.4,4,1.17,163,130,753.0
18,Female,153.0,50.7,21.66,Normal,Moderate,Maintain Fitness,Non-Vegetarian,1212.2,1878.9,1878.9,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,33.0,2.1,3,1.29,181,147,948.0
35,Male,166.0,59.2,21.48,Normal,Light,Muscle Gain,Vegetarian,1459.5,2006.8,2306.8,High Protein Veg Diet,Beginner Fitness Routine,Moderately Fit,21.3,3.2,3,1.3,197,161,1151.0
49,Female,173.0,78.9,26.36,Overweight,Sedentary,Weight Loss,Vegetarian,1464.2,1757.0,1357.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,34.0,2.3,2,1.38,182,151,938.0
28,Female,163.0,78.7,29.62,Overweight,Moderate,Weight Loss,Vegetarian,1504.8,2332.4,1932.4,Low Calorie Balanced Diet,Compound Strength Training,Needs Improvement,31.7,1.8,3,1.1,185,154,847.0
38,Male,192.0,68.7,18.64,Normal,Active,Improve Stamina,Vegetarian,1702.0,2936.0,3036.0,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,29.0,3.0,4,1.31,170,150,1081.0
43,Female,159.0,53.1,21.0,Normal,Sedentary,Muscle Gain,Non-Vegetarian,1148.8,1378.6,1678.6,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,29.5,2.5,2,0.82,187,136,502.0
42,Male,165.0,64.8,23.8,Normal,Moderate,Improve Stamina,Non-Vegetarian,1474.2,2285.0,2385.0,High Carb Performance Diet,Cardio Endurance Training,Moderately Fit,24.4,2.8,3,1.1,161,166,904.0
39,Female,161.0,50.3,19.41,Normal,Sedentary,Maintain Fitness,Vegetarian,1153.2,1383.8,1383.8,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,32.8,2.5,2,1.17,167,128,749.0
44,Male,163.0,102.3,38.5,Obese,Active,Maintain Fitness,Eggetarian,1826.8,3151.2,3151.2,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,20.9,2.6,4,1.34,188,129,856.0
30,Male,192.0,62.9,17.06,Underweight,Sedentary,Maintain Fitness,Non-Vegetarian,1684.0,2020.8,2020.8,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,25.2,3.6,2,1.13,170,127,789.0
50,Female,160.0,56.5,22.07,Normal,Very Active,Maintain Fitness,Vegetarian,1154.0,2192.6,2192.6,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,19.2,2.7,5,1.88,196,140,1184.0
51,Female,155.0,74.6,31.05,Obese,Sedentary,Weight Loss,Vegetarian,1298.8,1558.6,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,33.3,2.1,2,0.71,177,132,422.0
58,Male,179.0,52.0,16.23,Underweight,Light,Maintain Fitness,Vegetarian,1353.8,1861.5,1861.5,Balanced Maintenance Diet,Beginner Cardio + Walking,Needs Improvement,29.6,3.0,3,1.12,173,169,937.0
52,Female,167.0,52.1,18.68,Normal,Sedentary,Improve Stamina,Vegetarian,1143.8,1372.6,1472.6,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,32.0,1.5,2,1.5,169,124,837.0
18,Female,154.0,72.2,30.44,Obese,Sedentary,Weight Loss,Vegetarian,1433.5,1720.2,1320.2,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,27.1,1.7,2,0.97,194,125,606.0
38,Male,180.0,85.8,26.48,Overweight,Active,Improve Stamina,Vegetarian,1798.0,3101.6,3201.6,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,10.1,3.5,4,1.72,168,149,1410.0
23,Male,185.0,81.4,23.78,Normal,Active,Improve Stamina,Vegetarian,1860.2,3208.8,3308.8,High Carb Performance Diet,Cardio Endurance Training,Fit,12.4,3.5,4,1.6,194,150,1320.0
45,Female,165.0,50.9,18.7,Normal,Sedentary,Muscle Gain,Vegetarian,1154.2,1385.0,1685.0,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,30.1,2.3,2,1.45,170,136,887.0
34,Male,178.0,52.0,16.41,Underweight,Active,Muscle Gain,Vegan,1467.5,2531.4,2831.4,High Protein Veg Diet,Progressive Strength Training,Moderately Fit,22.4,2.7,4,1.38,171,130,987.0
22,Male,193.0,71.0,19.06,Normal,Active,Maintain Fitness,Vegetarian,1811.2,3124.3,3124.3,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,21.2,2.9,4,1.42,162,139,1086.0
48,Male,177.0,80.6,25.73,Overweight,Active,Improve Stamina,Non-Vegetarian,1677.2,2893.2,2993.2,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,12.9,3.5,4,1.51,198,167,1248.0
22,Female,172.0,58.3,19.71,Normal,Moderate,Maintain Fitness,Vegetarian,1387.0,2149.8,2149.8,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,32.6,1.6,3,1.0,173,128,640.0
55,Female,170.0,63.0,21.8,Normal,Light,Muscle Gain,Eggetarian,1256.5,1727.7,2027.7,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,34.9,2.5,3,1.32,187,121,719.0
20,Male,194.0,111.0,29.49,Overweight,Active,Improve Stamina,Vegetarian,2227.5,3842.4,3942.4,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,27.6,3.3,4,1.02,170,156,875.0
40,Female,166.0,52.6,19.09,Normal,Moderate,Muscle Gain,Vegetarian,1202.5,1863.9,2163.9,High Protein Veg Diet,Progressive Strength Training,Needs Improvement,32.9,1.7,3,1.27,198,120,762.0
54,Male,200.0,116.4,29.1,Overweight,Light,Improve Stamina,Eggetarian,2149.0,2954.9,3054.9,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,26.2,3.1,3,1.13,184,123,688.0
54,Female,161.0,75.6,29.17,Overweight,Active,Maintain Fitness,Vegan,1331.2,2296.3,2296.3,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,34.9,2.5,4,1.41,180,155,983.0
27,Male,180.0,61.6,19.01,Normal,Sedentary,Improve Stamina,Vegan,1611.0,1933.2,2033.2,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,26.4,3.1,2,1.48,169,144,1172.0
27,Male,180.0,108.0,33.33,Obese,Active,Improve Stamina,Vegetarian,2075.0,3579.4,3679.4,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,28.6,2.5,4,1.38,174,122,926.0
36,Female,175.0,59.3,19.36,Normal,Light,Muscle Gain,Vegetarian,1345.8,1850.5,2150.5,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,34.5,2.3,3,0.99,178,128,634.0
34,Male,194.0,75.7,20.11,Normal,Active,Muscle Gain,Non-Vegetarian,1804.5,3112.8,3412.8,High Protein Non-Veg Diet,Progressive Strength Training,Needs Improvement,29.3,2.4,4,1.18,181,141,915.0
38,Female,160.0,56.3,21.99,Normal,Active,Maintain Fitness,Eggetarian,1212.0,2090.7,2090.7,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,28.8,1.9,4,1.21,180,142,859.0
31,Female,173.0,58.2,19.45,Normal,Moderate,Maintain Fitness,Non-Vegetarian,1347.2,2088.2,2088.2,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,25.8,1.8,3,1.17,191,131,766.0
26,Male,168.0,55.7,19.73,Normal,Light,Improve Stamina,Non-Vegetarian,1482.0,2037.8,2137.8,High Carb Performance Diet,Beginner Fitness Routine,Moderately Fit,21.7,2.9,3,1.13,182,129,802.0
18,Male,167.0,125.9,45.14,Obese,Moderate,Maintain Fitness,Vegetarian,2217.8,3437.6,3437.6,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,20.6,2.2,3,1.46,172,153,1229.0
30,Female,167.0,62.7,22.48,Normal,Active,Maintain Fitness,Non-Vegetarian,1359.8,2345.7,2345.7,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,26.1,2.6,4,1.02,164,162,826.0
21,Male,186.0,86.6,25.03,Overweight,Moderate,Weight Loss,Vegetarian,1928.5,2989.2,2589.2,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,21.8,2.6,3,1.37,163,129,972.0
18,Male,182.0,64.5,19.47,Normal,Moderate,Maintain Fitness,Vegetarian,1697.5,2631.1,2631.1,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,23.4,2.4,3,1.2,187,149,983.0
57,Male,186.0,76.6,22.14,Normal,Active,Maintain Fitness,Vegetarian,1648.5,2843.7,2843.7,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,25.4,2.8,4,1.14,173,141,796.0
49,Male,183.0,81.4,24.31,Normal,Very Active,Maintain Fitness,Non-Vegetarian,1717.8,3263.8,3263.8,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,13.6,3.5,5,1.98,167,125,1225.0
51,Male,171.0,60.7,20.76,Normal,Sedentary,Muscle Gain,Vegetarian,1425.8,1711.0,2011.0,High Protein Veg Diet,Beginner Fitness Routine,Needs Improvement,22.1,2.5,2,1.14,168,169,954.0
45,Female,155.0,57.2,23.81,Normal,Very Active,Improve Stamina,Vegetarian,1154.8,2194.1,2294.1,High Carb Performance Diet,Cardio Endurance Training,Fit,18.4,2.7,5,1.67,194,121,909.0
48,Female,159.0,73.0,28.88,Overweight,Moderate,Weight Loss,Non-Vegetarian,1322.8,2050.3,1650.3,Low Calorie Balanced Diet,Moderate Strength Training,Needs Improvement,32.0,2.1,3,1.19,196,149,798.0
25,Male,199.0,123.8,31.26,Obese,Light,Weight Loss,Vegetarian,2361.8,3247.5,2847.5,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,25.6,2.6,3,1.13,180,121,752.0
56,Male,166.0,93.6,33.97,Obese,Sedentary,Weight Loss,Non-Vegetarian,1698.5,2038.2,1638.2,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,29.0,2.2,2,1.37,177,151,1024.0
43,Male,192.0,76.8,20.83,Normal,Light,Improve Stamina,Vegetarian,1758.0,2417.2,2517.2,High Carb Performance Diet,Beginner Fitness Routine,Moderately Fit,21.1,2.5,3,1.24,192,161,988.0
51,Female,153.0,54.7,23.37,Normal,Active,Maintain Fitness,Non-Vegetarian,1087.2,1875.4,1875.4,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,26.8,2.0,4,1.11,167,135,674.0
20,Male,194.0,92.3,24.52,Normal,Moderate,Maintain Fitness,Non-Vegetarian,2040.5,3162.8,3162.8,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Moderately Fit,24.3,2.1,3,1.14,176,131,821.0
29,Female,155.0,71.8,29.89,Overweight,Active,Improve Stamina,Vegetarian,1380.8,2381.9,2481.9,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,26.3,2.4,4,1.2,190,120,720.0
18,Female,157.0,66.9,27.14,Overweight,Moderate,Improve Stamina,Vegetarian,1399.2,2168.8,2268.8,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,30.7,2.2,3,1.07,193,127,679.0
22,Female,176.0,48.7,15.72,Underweight,Active,Maintain Fitness,Vegetarian,1316.0,2270.1,2270.1,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,29.0,2.2,4,1.37,165,167,1144.0
47,Male,171.0,66.2,22.64,Normal,Light,Maintain Fitness,Vegetarian,1500.8,2063.6,2063.6,Balanced Maintenance Diet,Beginner Cardio + Walking,Moderately Fit,22.8,2.9,3,1.42,181,169,1188.0
47,Female,176.0,40.0,12.91,Underweight,Light,Muscle Gain,Eggetarian,1104.0,1518.0,1818.0,High Protein Non-Veg Diet,Beginner Fitness Routine,Moderately Fit,26.7,2.2,3,0.8,173,132,475.0
34,Male,185.0,112.4,32.84,Obese,Active,Weight Loss,Vegetarian,2115.2,3648.7,3248.7,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,23.4,3.6,4,1.18,162,134,870.0
40,Female,155.0,70.0,29.14,Overweight,Light,Improve Stamina,Vegan,1307.8,1798.2,1898.2,High Carb Performance Diet,Beginner Fitness Routine,Needs Improvement,31.1,1.5,3,0.85,171,163,693.0
32,Male,174.0,84.0,27.74,Overweight,Light,Weight Loss,Vegetarian,1772.5,2437.2,2037.2,Low Calorie Balanced Diet,Beginner Fitness Routine,Needs Improvement,25.8,2.1,3,1.45,195,127,1013.0
54,Female,165.0,43.8,16.09,Underweight,Active,Maintain Fitness,Non-Vegetarian,1038.2,1790.9,1790.9,Balanced Maintenance Diet,Active Lifestyle Routine,Moderately Fit,26.6,1.7,4,1.29,171,129,749.0
38,Male,162.0,123.3,46.98,Obese,Active,Maintain Fitness,Non-Vegetarian,2060.5,3554.4,3554.4,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,21.2,2.3,4,1.34,161,165,1216.0
31,Female,156.0,57.9,23.79,Normal,Very Active,Maintain Fitness,Non-Vegetarian,1238.0,2352.2,2352.2,Balanced Maintenance Diet,Active Lifestyle Routine,Fit,15.1,2.7,5,1.8,161,124,1116.0
19,Male,196.0,82.4,21.45,Normal,Very Active,Maintain Fitness,Non-Vegetarian,1959.0,3722.1,3722.1,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Fit,10.1,3.5,5,1.9,174,169,1766.0
28,Male,179.0,84.8,26.47,Overweight,Active,Improve Stamina,Vegetarian,1831.8,3159.9,3259.9,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,28.8,2.3,4,1.35,182,138,1025.0
56,Male,166.0,109.6,39.77,Obese,Moderate,Improve Stamina,Vegetarian,1858.5,2880.7,2980.7,High Carb Performance Diet,Cardio Endurance Training,Needs Improvement,20.5,3.1,3,1.29,188,166,1060.0
55,Male,177.0,86.4,27.58,Overweight,Moderate,Maintain Fitness,Eggetarian,1700.2,2635.3,2635.3,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,27.3,2.8,3,1.0,176,157,777.0
51,Female,180.0,63.9,19.72,Normal,Active,Maintain Fitness,Vegan,1348.0,2325.3,2325.3,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,33.7,2.7,4,1.07,191,130,626.0
55,Female,162.0,70.8,26.98,Overweight,Light,Muscle Gain,Eggetarian,1284.5,1766.2,2066.2,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,26.0,1.8,3,0.54,166,162,394.0
51,Male,167.0,115.3,41.34,Obese,Moderate,Maintain Fitness,Vegetarian,1946.8,3017.5,3017.5,Balanced Maintenance Diet,Active Lifestyle Routine,Needs Improvement,24.4,2.5,3,1.38,189,139,950.0
35,Female,156.0,55.3,22.72,Normal,Very Active,Muscle Gain,Non-Vegetarian,1192.0,2264.8,2564.8,High Protein Non-Veg Diet,Progressive Strength Training,Fit,19.8,2.7,5,1.71,187,139,1188.0
47,Male,180.0,73.9,22.81,Normal,Light,Muscle Gain,Eggetarian,1634.0,2246.8,2546.8,High Protein Non-Veg Diet,Beginner Fitness Routine,Needs Improvement,28.3,3.7,3,1.36,173,140,942.0
32,Male,196.0,97.3,25.33,Overweight,Moderate,Weight Loss,Vegetarian,2043.0,3166.7,2766.7,Low Calorie Balanced Diet,Intermediate Cardio + HIIT,Needs Improvement,24.9,3.4,3,1.36,189,137,1025.0
44,Female,165.0,60.4,22.19,Normal,Active,Maintain Fitness,Vegetarian,1254.2,2163.5,2163.5,Balanced Maintenance Diet,Intermediate Cardio + HIIT,Needs Improvement,32.6,2.1,4,1.27,176,169,966.0
51,Male,161.0,49.3,19.02,Normal,Sedentary,Weight Loss,Non-Vegetarian,1249.2,1499.0,1200.0,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,28.3,2.9,2,1.36,191,129,868.0
55,Male,178.0,91.8,28.97,Overweight,Light,Weight Loss,Non-Vegetarian,1760.5,2420.7,2020.7,Low Calorie Balanced Diet,Beginner Cardio + Walking,Needs Improvement,23.5,3.4,3,1.44,165,153,1091.0
